NUTS 3 CODE;LAU CODE;LAU NAME NATIONAL;LAU NAME LATIN;CHANGE (Y/N);POPULATION;TOTAL AREA (m2);DEGURBA;DEG change compared to last year;COASTAL AREA (yes/no);COAST change compared to last year;CITY_ID;CITY_ID change compared to last year;CITY_NAME;GREATER_CITY_ID;GREATER_CITY_ID change compared to last year;GREATER_CITY_NAME;FUA_ID;FUA_ID change compared to last year;FUA_NAME
HR044;02518;MALI BUKOVEC;MALI BUKOVEC;no;2212;36574141;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;02526;MALI LOŠINJ;MALI LOŠINJ;no;8116;224573611;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;02534;MALINSKA-DUBAŠNICA;MALINSKA-DUBAŠNICA;no;3134;40923086;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;02542;MARČANA;MARČANA;no;4253;131041101;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR006L;no;Pula
HR043;02569;MARIJA BISTRICA;MARIJA BISTRICA;no;5976;68556183;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR042;05398;MARIJA GORICA;MARIJA GORICA;no;2233;17148217;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR04B;02577;MARIJANCI;MARIJANCI;no;2405;65646160;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;02585;MARINA;MARINA;no;4595;118396629;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04C;06106;MARKUŠICA;MARKUŠICA;no;2555;73774187;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR044;00850;MARTIJANEC;MARTIJANEC;no;3843;49053274;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04E;02593;MARTINSKA VES;MARTINSKA VES;no;3488;125843306;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR044;02607;MARUŠEVEC;MARUŠEVEC;no;6381;49981628;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;02615;MATULJI;MATULJI;no;11246;176587784;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR002L;no;Rijeka
HR036;02631;MEDULIN;MEDULIN;no;6481;34123348;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR006L;no;Pula
HR037;02640;METKOVIĆ;METKOVIĆ;no;16788;51207630;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;02658;MIHOVLJAN;MIHOVLJAN;no;1938;26174616;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR048;02666;MIKLEUŠ;MIKLEUŠ;no;1464;35562313;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;02674;MILNA;MILNA;no;1034;34854778;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;02682;MLJET;MLJET;no;1088;99259993;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;02704;MOLVE;MOLVE;no;2189;46375604;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;02739;MOŠĆENIČKA DRAGA;MOŠĆENIČKA DRAGA;no;1535;46661413;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;02747;MOTOVUN - MONTONA;MOTOVUN - MONTONA;no;1004;32653850;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;02755;MRKOPALJ;MRKOPALJ;no;1214;156333140;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR002L;no;Rijeka
HR035;00876;MUĆ;MUĆ;no;3882;222529918;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR046;02763;MURSKO SREDIŠĆE;MURSKO SREDIŠĆE;no;6307;33872457;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR034;06173;MURTER - KORNATI;MURTER - KORNATI;no;2044;78724552;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;02780;NAŠICE;NAŠICE;no;16224;205182565;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR046;02798;NEDELIŠĆE;NEDELIŠĆE;no;11975;58775482;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04C;06122;NEGOSLAVCI;NEGOSLAVCI;no;1463;21225178;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;02801;NEREŽIŠĆA;NEREŽIŠĆA;no;862;78804990;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;02810;NETRETIĆ;NETRETIĆ;no;2862;113610150;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04C;02950;NIJEMCI;NIJEMCI;no;4705;224790723;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;02828;NIN;NIN;no;2744;53307700;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR007L;no;Zadar
HR048;02836;NOVA BUKOVICA;NOVA BUKOVICA;no;1771;74944675;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04A;02844;NOVA GRADIŠKA;NOVA GRADIŠKA;no;14229;48920863;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04A;02852;NOVA KAPELA;NOVA KAPELA;no;4227;128326701;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR047;02879;NOVA RAČA;NOVA RAČA;no;3433;92750005;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR032;02887;NOVALJA;NOVALJA;no;3663;95687916;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;05541;NOVI GOLUBOVEC;NOVI GOLUBOVEC;no;996;13675908;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR044;02895;NOVI MAROF;NOVI MAROF;no;13246;111860334;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;02909;NOVI VINODOLSKI;NOVI VINODOLSKI;no;5113;261376830;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;05371;NOVIGRAD;NOVIGRAD;no;2375;51155401;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR007L;no;Zadar
HR036;02917;NOVIGRAD - CITTANOVA;NOVIGRAD - CITTANOVA;no;4345;26575610;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;02925;NOVIGRAD PODRAVSKI;NOVIGRAD PODRAVSKI;no;2872;66080868;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;05614;NOVO VIRJE;NOVO VIRJE;no;1216;36222404;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04E;02933;NOVSKA;NOVSKA;no;13518;319777283;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04C;02941;NUŠTAR;NUŠTAR;no;5793;43465751;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;02968;OBROVAC;OBROVAC;no;4323;352988572;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;02976;OGULIN;OGULIN;no;13915;538141287;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;05886;OKRUG;OKRUG;no;3349;9758756;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR04A;02992;OKUČANI;OKUČANI;no;3447;159644743;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;03000;OMIŠ;OMIŠ;no;14936;266171276;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR031;03018;OMIŠALJ;OMIŠALJ;no;2983;39226233;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR002L;no;Rijeka
HR031;03026;OPATIJA;OPATIJA;no;11659;67218525;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR002L;no;Rijeka
HR04A;03034;OPRISAVCI;OPRISAVCI;no;2508;59726050;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR003L;no;Slavonski Brod
HR036;03042;OPRTALJ - PORTOLE;OPRTALJ - PORTOLE;no;850;61018206;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;03069;OPUZEN;OPUZEN;no;3254;24629519;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR048;03077;ORAHOVICA;ORAHOVICA;no;5304;124183007;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;03085;OREBIĆ;OREBIĆ;no;4122;131317252;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR046;06050;OREHOVICA;OREHOVICA;no;2685;21556654;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04A;03093;ORIOVAC;ORIOVAC;no;5824;93280308;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR003L;no;Slavonski Brod
HR042;05428;ORLE;ORLE;no;1975;58569657;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR043;03115;OROSLAVJE;OROSLAVJE;no;6138;32049017;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR04B;03123;OSIJEK;OSIJEK;no;108048;174861996;1;no;no;no;HR004C;no;Osijek;N/A;N/A;N/A;HR004L;no;Osijek
HR032;03131;OTOČAC;OTOČAC;no;9778;564970193;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;03140;OTOK;OTOK;no;5474;94693393;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR04C;05355;OTOK;OTOK;no;6343;136476114;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR04D;03158;OZALJ;OZALJ;no;6817;179446157;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;03166;PAG;PAG;no;3846;132807760;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;03174;PAKOŠTANE;PAKOŠTANE;no;4123;83493805;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR049;03182;PAKRAC;PAKRAC;no;8460;358204039;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;03204;PAŠMAN;PAŠMAN;no;2082;48424442;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR007L;no;Zadar
HR036;03212;PAZIN;PAZIN;no;8638;139107271;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR032;03239;PERUŠIĆ;PERUŠIĆ;no;2638;382990432;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;03247;PETERANEC;PETERANEC;no;2704;51805344;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;03255;PETLOVAC;PETLOVAC;no;2405;93583011;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR044;03263;PETRIJANEC;PETRIJANEC;no;4812;47927104;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;03271;PETRIJEVCI;PETRIJEVCI;no;2870;55056172;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR004L;no;Osijek
HR04E;03280;PETRINJA;PETRINJA;no;24671;379256580;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;03298;PETROVSKO;PETROVSKO;no;2656;18864143;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;03301;PIĆAN;PIĆAN;no;1827;50782991;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR034;05819;PIROVAC;PIROVAC;no;1930;39302166;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;03310;PISAROVINA;PISAROVINA;no;3689;145375729;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR048;03328;PITOMAČA;PITOMAČA;no;10059;158031650;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;03336;PLAŠKI;PLAŠKI;no;2090;156517065;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR049;03344;PLETERNICA;PLETERNICA;no;11323;206585856;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR032;04553;PLITVIČKA JEZERA;PLITVIČKA JEZERA;no;4373;469038865;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;03352;PLOČE;PLOČE;no;10135;132128638;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;03379;PODBABLJE;PODBABLJE;no;4680;44787180;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04A;03387;PODCRKAVLJE;PODCRKAVLJE;no;2553;95038180;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR003L;no;Slavonski Brod
HR035;03395;PODGORA;PODGORA;no;2518;76181735;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;03409;PODGORAČ;PODGORAČ;no;2877;130841741;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR004L;no;Osijek
HR04B;02712;PODRAVSKA MOSLAVINA;PODRAVSKA MOSLAVINA;no;1202;44519186;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;06165;PODRAVSKE SESVETE;PODRAVSKE SESVETE;no;1630;29073962;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;03417;PODSTRANA;PODSTRANA;no;9129;11663202;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR046;03425;PODTUREN;PODTUREN;no;3873;31856282;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;03433;POJEZERJE;POJEZERJE;no;991;32809493;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;05444;POKUPSKO;POKUPSKO;no;2224;105729396;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR033;03441;POLAČA;POLAČA;no;1468;29987301;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;03450;POLIČNIK;POLIČNIK;no;4469;81745679;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR007L;no;Zadar
HR04B;03468;POPOVAC;POPOVAC;no;2084;62438340;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04E;03476;POPOVAČA;POPOVAČA;no;11905;214754237;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;03484;POREČ - PARENZO;POREČ - PARENZO;no;16696;111665814;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;03492;POSEDARJE;POSEDARJE;no;3607;77480207;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR007L;no;Zadar
HR035;03506;POSTIRA;POSTIRA;no;1559;46887203;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;05738;POVLJANA;POVLJANA;no;759;38379684;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR049;03514;POŽEGA;POŽEGA;no;26248;133754879;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;03522;PREGRADA;PREGRADA;no;6594;67473712;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;03549;PREKO;PREKO;no;3805;54567247;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR007L;no;Zadar
HR046;03557;PRELOG;PRELOG;no;7815;63501519;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;03565;PRESEKA;PRESEKA;no;1448;46120779;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;05894;PRGOMET;PRGOMET;no;673;77400668;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR046;06203;PRIBISLAVEC;PRIBISLAVEC;no;3136;11110288;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;05908;PRIMORSKI DOLAC;PRIMORSKI DOLAC;no;770;32430122;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR034;03573;PRIMOŠTEN;PRIMOŠTEN;no;2828;58461212;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;05746;PRIVLAKA;PRIVLAKA;no;2253;11072047;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR007L;no;Zadar
HR04C;05835;PRIVLAKA;PRIVLAKA;no;2954;52448746;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;00884;PROLOŽAC;PROLOŽAC;no;3802;54695601;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR034;02984;PROMINA;PROMINA;no;1136;139254347;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;03581;PUČIŠĆA;PUČIŠĆA;no;2171;106174041;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;03590;PULA - POLA;PULA - POLA;no;57460;53819811;1;no;yes;no;HR006C;no;Pula;N/A;N/A;N/A;HR006L;no;Pula
HR031;03603;PUNAT;PUNAT;no;1973;33987260;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;03611;PUNITOVCI;PUNITOVCI;no;1803;40634612;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR004L;no;Osijek
HR042;03620;PUŠĆA;PUŠĆA;no;2700;17022181;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR031;03638;RAB;RAB;no;8065;75883590;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR043;03646;RADOBOJ;RADOBOJ;no;3387;33057222;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;05363;RAKOVEC;RAKOVEC;no;1252;34853628;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;03654;RAKOVICA;RAKOVICA;no;2387;256385980;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;03662;RASINJA;RASINJA;no;3267;106049535;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;03689;RAŠA;RAŠA;no;3183;80359390;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;03697;RAVNA GORA;RAVNA GORA;no;2430;83613000;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;03719;RAŽANAC;RAŽANAC;no;2940;68891142;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR007L;no;Zadar
HR04A;03727;REŠETARI;REŠETARI;no;4753;59224705;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;05568;RIBNIK;RIBNIK;no;475;40542355;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;03735;RIJEKA;RIJEKA;no;128624;43380796;1;no;yes;no;HR002C;no;Rijeka;N/A;N/A;N/A;HR002L;no;Rijeka
HR034;05827;ROGOZNICA;ROGOZNICA;no;2345;68129142;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR036;03743;ROVINJ - ROVIGNO;ROVINJ - ROVIGNO;no;14294;77480618;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR047;03751;ROVIŠĆE;ROVIŠĆE;no;4822;78758978;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;03760;RUGVICA;RUGVICA;no;7871;93667281;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR035;05916;RUNOVIĆI;RUNOVIĆI;no;2416;59294584;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR034;03778;RUŽIĆ;RUŽIĆ;no;1591;161018334;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR04D;03786;SABORSKO;SABORSKO;no;632;132428833;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;03794;SALI;SALI;no;1698;124216987;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR042;03808;SAMOBOR;SAMOBOR;no;37633;251459827;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR001L;no;Zagreb
HR04B;03816;SATNICA ĐAKOVAČKA;SATNICA ĐAKOVAČKA;no;2123;76661889;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;03824;SEGET;SEGET;no;4854;78512183;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;03832;SELCA;SELCA;no;1804;53777236;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR046;03859;SELNICA;SELNICA;no;2991;24900733;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04B;03867;SEMELJCI;SEMELJCI;no;4362;101597952;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR032;03875;SENJ;SENJ;no;7182;657901097;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR047;05622;SEVERIN;SEVERIN;no;877;25947344;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04A;03883;SIBINJ;SIBINJ;no;6895;103649328;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR003L;no;Slavonski Brod
HR04A;05703;SIKIREVCI;SIKIREVCI;no;2476;29655090;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR003L;no;Slavonski Brod
HR035;03891;SINJ;SINJ;no;24826;193354546;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR047;03905;SIRAČ;SIRAČ;no;2218;145162976;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04E;03913;SISAK;SISAK;no;47768;421385532;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR031;03930;SKRAD;SKRAD;no;1062;52674147;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR034;03948;SKRADIN;SKRADIN;no;3825;184170936;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR048;03956;SLATINA;SLATINA;no;13686;167752605;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04A;03964;SLAVONSKI BROD;SLAVONSKI BROD;no;59141;54122119;1;no;no;no;HR003C;no;Slavonski Brod;N/A;N/A;N/A;HR003L;no;Slavonski Brod
HR04A;03972;SLAVONSKI ŠAMAC;SLAVONSKI ŠAMAC;no;2169;22474422;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;03999;SLIVNO;SLIVNO;no;1999;52764376;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04D;04006;SLUNJ;SLUNJ;no;5076;393359567;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;04022;SMOKVICA;SMOKVICA;no;916;43598427;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR045;04057;SOKOLOVAC;SOKOLOVAC;no;3417;135901389;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;04065;SOLIN;SOLIN;no;23926;34294459;2;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR005L;no;Split
HR048;04073;SOPJE;SOPJE;no;2320;117247368;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;04090;SPLIT;SPLIT;no;178102;79300131;1;no;yes;no;HR005C;no;Split;N/A;N/A;N/A;HR005L;no;Split
HR044;04103;SRAČINEC;SRAČINEC;no;4842;23501043;2;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;04111;STANKOVCI;STANKOVCI;no;2003;68674045;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04A;04120;STARA GRADIŠKA;STARA GRADIŠKA;no;1363;77285107;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR035;04138;STARI GRAD;STARI GRAD;no;2781;52836462;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04C;04146;STARI JANKOVCI;STARI JANKOVCI;no;4405;95236346;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR04C;04154;STARI MIKANOVCI;STARI MIKANOVCI;no;2956;54368553;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR033;04162;STARIGRAD;STARIGRAD;no;1876;168740323;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;HR007L;no;Zadar
HR04A;04189;STARO PETROVO SELO;STARO PETROVO SELO;no;5186;140966239;3;no;no;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
HR037;04197;STON;STON;no;2407;168708394;3;no;yes;no;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
